#,id,canonical_key,kind,condition_norm,then_norm,else_norm,has_else,occurrences,min_complexity,max_complexity,avg_complexity
2001,2001,920cad03447688edbd3a965675a9b45121de271d962e89416305bf7fd834d1dc,IF,ASCII-LESS,MOVE <N> TO CHAR-CODE,IF ASCII-EQL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-GRTR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-QUES THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-AT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETD THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETG THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETJ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LSQB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-BKSL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RSQB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-CRT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-UNDS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-BKTK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWD THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWG THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWJ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PIPE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-TLDE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DEL THEN MOVE <N> TO CHAR-CODE ELSE MOVE COBOL-STRING TO CHAR-CODE,TRUE,1,23,23,23
2002,2002,c090ab967a29ae0319da5c05bd425d1d2fcc6e3bab7395a1c49e4c187dcc861a,IF,DB3 = EB1,PERFORM GOOD,PERFORM BAD,TRUE,2,1,1,1
2003,2003,2ff18a4987cfbfabf2390a5591453dfd3ffdf4dd7b619de6752d27ffb887e781,IF,SQLCODE NOT = <N> AND SQLCODE NOT = <N>,MOVE <S> TO CA-MAKE-OUTPUT,,FALSE,1,4,4,4
2004,2004,eae5dc422f9a77e69a64079486eb8ebc4f7bb5a180a6cb698a15ae98b8ce03e2,EVALUATE,WS-NIBBLE = <N> THRU <N>,ADD WS-ORD-0 TO WS-NIBBLE,,FALSE,1,1,1,1
2005,2005,3c49b9c031892fa8bc10c0b12fffac9e263e95575ba3608af541d87bc6b548ac,IF,SW-ALLE = <S>,NEXT SENTENCE,IF TRKNR < TKNR GO TO LES ELSE IF TRKNR > TKNR GO TO LES-PARAM,TRUE,1,1,1,1
2006,2006,a4d00c476a2941cce4944cf3a5bce66963e2c240dc83e25e9cf6d3aecfb14191,IF,H3 = LD1,PERFORM G,PERFORM B,TRUE,6,1,1,1
2007,2007,34159c6901c997004e6d27de661f327e898f4c9468164cc290012b3cacd3c093,EVALUATE,CA-FREQUENCY = <N>,MOVE <N> TO WS-START-NUM-TIME PERFORM INSERT-PRESCRIPTION MOVE <N> TO WS-START-NUM-TIME PERFORM INSERT-PRESCRIPTION MOVE <N> TO WS-START-NUM-TIME PERFORM INSERT-PRESCRIPTION MOVE <N> TO WS-START-NUM-TIME PERFORM INSERT-PRESCRIPTION,,FALSE,1,3,3,3
2008,2008,12e8c81589b18c4935e0e6839ae1a67ea5a4d9ce11c1b4b6509639135345992c,IF,WC-USER-PASSWORD NOT = WC-CUR-USER-PASSWORD,MOVE WC-USER-PASSWORD TO T-USER-PASSWORD,MOVE WC-CUR-USER-PASSWORD TO T-USER-PASSWORD,TRUE,1,2,2,2
2009,2009,ece89350cc93e271ab74249a6c80af3ab5985f47d95a3bef78186a7669ef8b5c,IF,URI-PATH-LENGTH > <ZERO>,MOVE WEB-PATH TO URI-KEY,,FALSE,1,1,1,1
2010,2010,eb9a9fa56b24ebb5b723fe35545e2b122ff5fe0b52f9d383b5027b3470dda9bd,IF,Z3 = DD1,PERFORM GOOD,PERFORM BAD,TRUE,2,1,1,1
2011,2011,79f866eeaaff1f2c59a56dcc58d13bef998ba9cab25162323778bd589cb21bc3,IF,CA-RETURN-CODE > <N>,GO TO NO-PATIENT-DATA,,FALSE,1,1,1,1
2012,2012,f758c282844798166369d014ec0f728af663010c589cd4156d478ec663d56519,IF,LOCMESSAGEOUT = <S> OR CA-VIN-SELECTED = <S>,PERFORM 3050-SEND-MAP,EXEC_BLOCK_STUB,TRUE,1,2,2,2
2013,2013,899d08e9272b6f870bcaf9e845ec9ec17c0e80abfe3d881422454d1ca01f95ad,IF,CURSOR-FETCHED,DISPLAY <S> WS-CURSOR-SWITCH EXEC_BLOCK_STUB,DISPLAY <S> WS-CURSOR-SWITCH EXEC_BLOCK_STUB,TRUE,1,1,1,1
2014,2014,e37710a5e9c6342079416f44be938c7cda427e5651d4580e62339a5d56d62c9f,EVALUATE,IN-ACCOUNT-NUMBER = <S>,MOVE <S> TO WS-CARD-TYPE,,FALSE,16,1,1,1
2015,2015,9d0cb5dcbeb904741d93a4ae78fb47eb422f0bbd0bf972cc36fad03dec187529,IF,ED3 = EB1,PERFORM GOOD,PERFORM BAD,TRUE,2,1,1,1
2016,2016,f49b59dfb78685c504be798de8e2cca4c1f3e2be97fc68f121d1f0a5ceb5b052,EVALUATE,RESP-CODE = DFHRESP,MOVE <S> TO ACMSG1O MOVE <SPACE> TO ACMSG2O MOVE <N> TO RET-CODE GO TO VALIDATE-SSN-EXIT,,FALSE,1,2,2,2
2017,2017,bbfcdfec0295cb90a766ce260df2ad07a7a643e229cac191b9eb9ab42eb00656,IF,ZX-RESP = DFHRESP,PERFORM 1400-UPDATE THRU 1400-EXIT,,FALSE,1,1,1,1
2018,2018,c7a6703a1dc97299bd0e91fb671d042c431b4eb78f5bc3769af503a943ec52eb,IF,G3 = LH1,PERFORM GOOD,PERFORM BAD,TRUE,2,1,1,1
2019,2019,cb1dd838f96d6ab5831da8830507118907084c57d605b5144c63c1bf91572e39,IF,SELECTIONNUMBER > <N> AND SELECTIONNUMBER < <N>,MOVE CA-MAKE TO CA-GAMMAKE MOVE <S> TO CA-MAKE-SELECTED PERFORM 2000-GET-LIST-OF-MODELS,MOVE <S> TO OUTPUTMESSAGE PERFORM 1100-SEND-MAKE-MAP,TRUE,1,3,3,3
2020,2020,ae4ee3cd42731ada6c8a19756e60957436fc7f2a1628a126de7723c1ff3da2fd,EVALUATE,ACCOUNT-TYPE-CODE = <S>,MOVE ACCOUNT-SAV-BAL TO ACCT-BAL OF USER-DATA,,FALSE,1,1,1,1
2021,2021,97924f5109b51d1ff82d6c387c5b1bba0df07b0c08e765bb90a5d0ccaa27b69d,IF,IDX-GAME-WINNER = <N>,DISPLAY <S> PLAYER1-NAME,IF IDX-GAME-WINNER = <N> DISPLAY <S> PLAYER2-NAME ELSE IF IDX-GAME-WINNER = <N> DISPLAY <S> PLAYER3-NAME ELSE DISPLAY <S> IDX-GAME-WINNER END-IF,TRUE,1,2,2,2
2022,2079,7c8e38c00bef2ddfeba4db69eb74e964f684eb9ab1b57a054076ed5084917c0f,IF,Z1 = Q1,PERFORM GOOD,PERFORM BAD,TRUE,3,1,1,1
2023,2022,fc75a2c50229235f9c4504bec3302c6dfd690bd70db14ac6b0dd5da3744b3e01,IF,( ENP4CNOO NOT = <SPACE> AND ENP4CNOO NOT = LOW-VALUES AND ENP4CNOO NOT = <N> AND ENP4CNOO NOT = <N> ) AND ( ENP4PNOO NOT = <SPACE> AND ENP4PNOO NOT = LOW-VALUES AND ENP4PNOO NOT = <N> AND ENP4PNOO NOT = <N> ),MOVE <S> TO CA-REQUEST-ID MOVE ENP4CNOO TO CA-CUSTOMER-NUM MOVE ENP4PNOO TO CA-POLICY-NUM,IF ( ENP4PNOO NOT = <SPACE> AND ENP4PNOO NOT = LOW-VALUES AND ENP4PNOO NOT = <N> AND ENP4PNOO NOT = <N> ) MOVE <S> TO CA-REQUEST-ID MOVE ENP4PNOO TO CA-POLICY-NUM ELSE IF ( ENP4CNOO NOT = <SPACE> AND ENP4CNOO NOT = LOW-VALUES AND ENP4CNOO NOT = <N> AND ENP4CNOO NOT = <N> ) MOVE <S> TO CA-REQUEST-ID MOVE ENP4CNOO TO CA-CUSTOMER-NUM ELSE IF ( ENP4HPCO NOT = <SPACE> AND ENP4HPCO NOT = LOW-VALUES AND ENP4HPCO NOT = <N> AND ENP4HPCO NOT = <N> ) MOVE <S> TO CA-REQUEST-ID MOVE ENP4HPCO TO CA-B-POSTCODE END-IF END-IF END-IF,TRUE,1,19,19,19
2024,2023,9ad11b248a5a86d3834bb2cd169d58fa4e186e7f1918dcb9cdea57158777fff9,EVALUATE,BASEB-GTAUOM = <S>,COMPUTE COTISB-COTIS-OM ROUNDED = COTISB-BBTEOM * COTISB-TAUOM1 / <N>,,FALSE,7,1,1,1
2025,2024,7b24145f3ca874e59ddeac8f595790cff879f4d9f972ab06fd9d9444082135a5,IF,Q1 = G1,PERFORM GOOD,PERFORM BAD,TRUE,3,1,1,1
2026,2025,8cb3c27373b2d2ec8a4c56d778011447261c1960e92db2fac0fdd83919215436,IF,SCRBG-NAME = SCREEN-NAME,SET NEEDS-DELETE TO TRUE,SET NO-DELETE TO TRUE,TRUE,1,1,1,1
2027,2026,bdf1fdb1995812a80520358e22c53e0e77765435e630370fa0ed556a3055bc8f,IF,COMNONBA-DAN = <S>,CONTINUE,MOVE <N> TO CR MOVE <N> TO RC,TRUE,1,1,1,1
2028,2027,ce849c23feded59e22aa4476f12c0ed2f9b442cce28d3ded935db1995e9cd31b,IF,EIBAID = DFHPA2,MOVE <S> TO HEXKEY,,FALSE,1,1,1,1
2029,2028,7eee7d5bfd44e6941b796053721355926c7e22f2f208d9f4e76dd8561c6307dd,IF,NOT INFILE-EOF,MOVE INPUT-REC TO INCOMING-DATA,,FALSE,12,1,1,1
2030,2029,13af5a117988bacd8c1744c9d26a4fab6fdeab3e601f0b4e2cb1390eeea1b0fc,IF,IS-DB-CONNECTED,PERFORM B0300-GET-LOOKUP-DATA PERFORM B0400-LIST-USERS PERFORM Z0200-DISCONNECT,,FALSE,1,2,2,2
2031,2030,f5189f28f399a1a7b2c94dd67d5870163a9df58ce4f890ab64dddd345f87e104,IF,FILES-OK,PERFORM 2200-IDENTIFY-CARD-TYPE PERFORM 9300-WRITE-OUTPUT-FILE,,FALSE,1,1,1,1
2032,2031,435c72c0d0660b13847062e2f58d83af085fe676794d6b1f63ff635c0f5c1969,IF,DH1 = ED1,PERFORM GOOD,PERFORM BAD,TRUE,3,1,1,1
2033,2032,9344d448c1837ad4ca14b00f390a5a1ff0ba64db5eb4bf369146595e2a33e05b,IF,ASCII-DASH,MOVE <N> TO CHAR-CODE,IF ASCII-DOT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SLSH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM0 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM1 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM2 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM3 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM4 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM5 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM6 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM7 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM8 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM9 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-COLN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SCLN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LESS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-EQL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-GRTR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-QUES THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-AT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETD THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETG THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETJ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LSQB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-BKSL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RSQB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-CRT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-UNDS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-BKTK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWD THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWG THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWJ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PIPE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-TLDE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DEL THEN MOVE <N> TO CHAR-CODE ELSE MOVE COBOL-STRING TO CHAR-CODE,TRUE,1,28,28,28
2034,2033,af7c2ceae951b521d2106cf07097deb4adf30d40c6bc32e746b9f5d49875e938,IF,WC-POST-VALUE = <S>,SET IS-REAL-LOCALS TO TRUE,,FALSE,1,1,1,1
2035,2034,5bf488f61416894966b0b8170859a70682e993325eeac41690ee6fb3a39983a1,IF,LD3 = G1,PERFORM G,PERFORM B,TRUE,6,1,1,1
2036,2035,af8bbcb83d056ad6d4c3d8402db5534a82fe29c30a6a604e34683a7d110d37bb,IF,DB1 = DB1,PERFORM GOOD,PERFORM BAD,TRUE,3,1,1,1
2037,2036,6b41abbb1af9cac7308ccdecf58e963c4477a0f496dc61a30245abfaec3afd14,IF,LB3 = LH1,PERFORM GOOD,PERFORM BAD,TRUE,2,1,1,1
2038,2037,ee48c37e0a7cccf671a2eeb13b9c97331b5649c8748d441656b5464b5b5a79d7,IF,RSP-RC > <N>,DISPLAY <S> GO TO BAD-RC,DISPLAY <S> DISPLAY <S> DISPLAY <S> REG-GRPNAME1 <S> REG-GRPNAME2 <S> REG-GRPNAME3 DISPLAY <S>,TRUE,1,2,2,2
2039,2038,5e50623b25b9f3de5311f64a91985d623afd487c4bbc4652e722d350fa2d659e,IF,LXG-CFILE = <SPACE> OR LOW-VALUES,IF LXG-ISOPEN = <SPACE> OR LOW-VALUES MOVE <S> TO LTEXT OF PMW SET LLEVEL-INF OF PMW TO TRUE CALL PUT-MESSAGE USING PMW PERFORM OPEN-FILE END-IF MOVE <S> TO LTEXT OF PMW SET LLEVEL-INF OF PMW TO TRUE CALL PUT-MESSAGE USING PMW PERFORM READ-FILE,MOVE <S> TO LTEXT OF PMW SET LLEVEL-INF OF PMW TO TRUE CALL PUT-MESSAGE USING PMW PERFORM CLOSE-FILE,TRUE,1,5,5,5
2040,2039,43de97cd6d8b6440f39295561d969844d9a21d72d81f99bf1d02f8d622b9bd98,IF,P1 = H1,PERFORM GOOD,PERFORM BAD,TRUE,3,1,1,1
2041,2040,b2e915c1333f916b04d6b89724eab9e669c3b90084247909768af62a7090cae4,EVALUATE,HCZINPUTI = <S>,EXEC_BLOCK_STUB,,FALSE,8,1,1,1
2042,2041,1a262974770110d010cf4fdd9e8f8c763f5e8128745a140cccb0c4666f7c945e,IF,ENTRY-OK = <S>,MOVE <S> TO DUPLICATE-FLAG PERFORM WRITE-NEW-RECORD UNTIL DUPLICATE-FLAG IS NOT EQUAL TO <S>,,FALSE,1,1,1,1
2043,2042,f950c5b4c8072f05086aa1240b30b52d24102d9d0e1f072344cd64df7e34d6dd,IF,TESTPCOL = <N>,GO TO DOGRP,,FALSE,1,1,1,1
2044,2043,2c119e04869b2a94c7a41806055a119422b74dffb121721e72c09d7c4f7879a3,IF,WS-VARY-LEN > <ZERO>,MOVE CA-E-PADDING-DATA TO WS-VARY-CHAR EXEC_BLOCK_STUB,EXEC_BLOCK_STUB,TRUE,1,1,1,1
